district,system:time_start,precipitation,year,month,day,gaugeRelativeWeighting,precipitationQualityIndex,randomError,SW_Lon,SW_Lat,NE_Lon,NE_Lat,NW_Lon,NW_Lat,SE_Lon,SE_Lat
Barguna,2002-02-01,0.0010000000474974513,2002,2,1,92.0,26.105853476175447,0.0020000000949949026,90.099503,22.1407739,90.136123,22.1773939,90.099503,22.1773939,90.136123,22.1407739
Barguna,2002-03-01,0.04034146566579982,2002,3,1,88.0,40.39219293361757,0.005000000353902578,90.099503,22.1407739,90.136123,22.1773939,90.099503,22.1773939,90.136123,22.1407739
Barguna,2002-04-01,0.14036586480896648,2002,4,1,86.0,28.03292553599288,0.014000000432133675,90.099503,22.1407739,90.136123,22.1773939,90.099503,22.1773939,90.136123,22.1407739
Barguna,2002-05-01,0.39875611081355966,2002,5,1,85.0,33.774389592612664,0.026000000536441803,90.099503,22.1407739,90.136123,22.1773939,90.099503,22.1773939,90.136123,22.1407739
Barguna,2002-06-01,0.9996585613343775,2002,6,1,86.0,28.298047461160802,0.05434146550733869,90.099503,22.1407739,90.136123,22.1773939,90.099503,22.1773939,90.136123,22.1407739
Barguna,2002-07-01,0.6605122365602634,2002,7,1,85.0,26.852194390645845,0.04134146523911779,90.099503,22.1407739,90.136123,22.1773939,90.099503,22.1773939,90.136123,22.1407739
Barguna,2002-08-01,0.6323658983881881,2002,8,1,85.0,25.59316970080864,0.04100000113248825,90.099503,22.1407739,90.136123,22.1773939,90.099503,22.1773939,90.136123,22.1407739
Barguna,2002-09-01,0.5539756300972729,2002,9,1,85.0,23.00926780700684,0.039658538724591096,90.099503,22.1407739,90.136123,22.1773939,90.099503,22.1773939,90.136123,22.1407739
Barguna,2002-10-01,0.15241463991200052,2002,10,1,85.0,22.16048724476884,0.016341464230563586,90.099503,22.1407739,90.136123,22.1773939,90.099503,22.1773939,90.136123,22.1407739
Barguna,2002-11-01,0.12926829406401005,2002,11,1,86.0,24.168048393435598,0.014317073654837727,90.099503,22.1407739,90.136123,22.1773939,90.099503,22.1773939,90.136123,22.1407739
Barguna,2002-12-01,0.0,2002,12,1,92.0,25.724389564700246,0.0020000000949949026,90.099503,22.1407739,90.136123,22.1773939,90.099503,22.1773939,90.136123,22.1407739
Barguna,2003-01-01,0.0,2003,1,1,91.0,25.05804824829102,0.0020000000949949026,90.099503,22.1407739,90.136123,22.1773939,90.099503,22.1773939,90.136123,22.1407739
Barguna,2003-02-01,0.009658537237200795,2003,2,1,89.0,13.44195049565013,0.005000000353902578,90.099503,22.1407739,90.136123,22.1773939,90.099503,22.1773939,90.136123,22.1407739
Barguna,2003-03-01,0.18995122211735427,2003,3,1,85.0,36.50316945517936,0.015000000596046448,90.099503,22.1407739,90.136123,22.1773939,90.099503,22.1773939,90.136123,22.1407739
Barguna,2003-04-01,0.05839024538674006,2003,4,1,87.0,32.624389090189126,0.007341463686671199,90.099503,22.1407739,90.136123,22.1773939,90.099503,22.1773939,90.136123,22.1407739
Barguna,2003-05-01,0.18136586357907553,2003,5,1,85.0,30.513413964248286,0.01600000075995922,90.099503,22.1407739,90.136123,22.1773939,90.099503,22.1773939,90.136123,22.1407739
Barguna,2003-06-01,1.0047561657137989,2003,6,1,85.0,19.90365791320801,0.06539024467148433,90.099503,22.1407739,90.136123,22.1773939,90.099503,22.1773939,90.136123,22.1407739
Barguna,2003-07-01,0.4377561153435126,2003,7,1,85.0,25.253413595804357,0.03234146435449763,90.099503,22.1407739,90.136123,22.1773939,90.099503,22.1773939,90.136123,22.1407739
Barguna,2003-08-01,0.4310000240802765,2003,8,1,85.0,23.530731526816766,0.03265853698660688,90.099503,22.1407739,90.136123,22.1773939,90.099503,22.1773939,90.136123,22.1407739
Barguna,2003-09-01,0.3060975750771965,2003,9,1,85.0,18.89073125327506,0.028682927805476075,90.099503,22.1407739,90.136123,22.1773939,90.099503,22.1773939,90.136123,22.1407739
Barguna,2003-10-01,0.47104879632228763,2003,10,1,85.0,27.27658485784763,0.03234146435449763,90.099503,22.1407739,90.136123,22.1773939,90.099503,22.1773939,90.136123,22.1407739
Barguna,2003-11-01,0.013853659501253833,2003,11,1,87.3658536585366,11.033658283512768,0.006951219879272509,90.099503,22.1407739,90.136123,22.1773939,90.099503,22.1773939,90.136123,22.1407739
Barguna,2003-12-01,0.04468293042808044,2003,12,1,87.0,27.311463332757718,0.007000000216066837,90.099503,22.1407739,90.136123,22.1773939,90.099503,22.1773939,90.136123,22.1407739
Barguna,2004-01-01,0.0,2004,1,1,92.0,25.162194973084986,0.0020000000949949026,90.099503,22.1407739,90.136123,22.1773939,90.099503,22.1773939,90.136123,22.1407739
Barguna,2004-02-01,0.0010000000474974513,2004,2,1,92.0,21.931706358746787,0.0020000000949949026,90.099503,22.1407739,90.136123,22.1773939,90.099503,22.1773939,90.136123,22.1407739
Barguna,2004-03-01,0.018341464558389132,2004,3,1,87.65853658536587,14.974633612283847,0.006000000052154064,90.099503,22.1407739,90.136123,22.1773939,90.099503,22.1773939,90.136123,22.1407739
Barguna,2004-04-01,0.14470732212066653,2004,4,1,86.0,27.39878017146413,0.014341463902738038,90.099503,22.1407739,90.136123,22.1773939,90.099503,22.1773939,90.136123,22.1407739
Barguna,2004-05-01,0.1583170810850655,2004,5,1,86.0,33.49146391705769,0.013658536961529315,90.099503,22.1407739,90.136123,22.1773939,90.099503,22.1773939,90.136123,22.1407739
Barguna,2004-06-01,0.6115853830081661,2004,6,1,85.0,22.355122077755812,0.04302439293483409,90.099503,22.1407739,90.136123,22.1773939,90.099503,22.1773939,90.136123,22.1407739
Barguna,2004-07-01,0.5190975942262789,2004,7,1,85.0,22.90341488907977,0.03800000250339508,90.099503,22.1407739,90.136123,22.1773939,90.099503,22.1773939,90.136123,22.1407739
Barguna,2004-08-01,0.6397805373843124,2004,8,1,85.0,26.43877904008075,0.04100000113248825,90.099503,22.1407739,90.136123,22.1773939,90.099503,22.1773939,90.136123,22.1407739
Barguna,2004-09-01,0.9713658893980631,2004,9,1,85.0,29.82829149757944,0.052024392547403896,90.099503,22.1407739,90.136123,22.1773939,90.099503,22.1773939,90.136123,22.1407739
Barguna,2004-10-01,0.3576341707531999,2004,10,1,85.0,24.915364986512724,0.027658537393662988,90.099503,22.1407739,90.136123,22.1773939,90.099503,22.1773939,90.136123,22.1407739
Barguna,2004-11-01,0.0026585366349758176,2004,11,1,91.0,26.258291570151727,0.0020000000949949026,90.099503,22.1407739,90.136123,22.1773939,90.099503,22.1773939,90.136123,22.1407739
Barguna,2004-12-01,0.0,2004,12,1,91.0,21.341462298137387,0.0020000000949949026,90.099503,22.1407739,90.136123,22.1773939,90.099503,22.1773939,90.136123,22.1407739
Barguna,2005-01-01,0.05134146560619518,2005,1,1,87.0,38.65243772181069,0.006000000052154064,90.099503,22.1407739,90.136123,22.1773939,90.099503,22.1773939,90.136123,22.1407739
Barguna,2005-02-01,0.0,2005,2,1,92.0,26.07365752429497,0.0020000000949949026,90.099503,22.1407739,90.136123,22.1773939,90.099503,22.1773939,90.136123,22.1407739
Barguna,2005-03-01,0.1443414728089077,2005,3,1,85.65853658536587,33.762194842827036,0.013000000268220901,90.099503,22.1407739,90.136123,22.1773939,90.099503,22.1773939,90.136123,22.1407739
Barguna,2005-04-01,0.04695122162016427,2005,4,1,86.34146341463416,19.378292083740234,0.008317073602683661,90.099503,22.1407739,90.136123,22.1773939,90.099503,22.1773939,90.136123,22.1407739
Barguna,2005-05-01,0.19695123121505834,2005,5,1,85.0,30.809510719485406,0.016658537453267633,90.099503,22.1407739,90.136123,22.1773939,90.099503,22.1773939,90.136123,22.1407739
Barguna,2005-06-01,0.5864878456767012,2005,6,1,85.0,24.81146351884051,0.039341464911292236,90.099503,22.1407739,90.136123,22.1773939,90.099503,22.1773939,90.136123,22.1407739
Barguna,2005-07-01,0.9199512600898743,2005,7,1,85.0,25.88439034252632,0.05368293004065025,90.099503,22.1407739,90.136123,22.1773939,90.099503,22.1773939,90.136123,22.1407739
Barguna,2005-08-01,0.5659024875338485,2005,8,1,85.0,23.80121882368879,0.039341464911292236,90.099503,22.1407739,90.136123,22.1773939,90.099503,22.1773939,90.136123,22.1407739
Barguna,2005-09-01,0.5409756579050204,2005,9,1,85.0,23.865121376223684,0.03800000250339508,90.099503,22.1407739,90.136123,22.1773939,90.099503,22.1773939,90.136123,22.1407739
Barguna,2005-10-01,0.6330244264951568,2005,10,1,85.0,24.939998626708984,0.04200000315904617,90.099503,22.1407739,90.136123,22.1773939,90.099503,22.1773939,90.136123,22.1407739
Barguna,2005-11-01,0.003000000026077032,2005,11,1,91.0,21.4941463470459,0.003000000026077032,90.099503,22.1407739,90.136123,22.1773939,90.099503,22.1773939,90.136123,22.1407739
Barguna,2005-12-01,0.011341464024309704,2005,12,1,89.0,21.204390362995426,0.004000000189989805,90.099503,22.1407739,90.136123,22.1773939,90.099503,22.1773939,90.136123,22.1407739
Barguna,2006-01-01,0.0,2006,1,1,91.0,21.380731489600205,0.0020000000949949026,90.099503,22.1407739,90.136123,22.1773939,90.099503,22.1773939,90.136123,22.1407739
Barguna,2006-02-01,0.0010000000474974513,2006,2,1,91.0,16.21365770479528,0.003000000026077032,90.099503,22.1407739,90.136123,22.1773939,90.099503,22.1773939,90.136123,22.1407739
Barguna,2006-03-01,0.004658536883298217,2006,3,1,91.0,30.916096989701437,0.003000000026077032,90.099503,22.1407739,90.136123,22.1773939,90.099503,22.1773939,90.136123,22.1407739
Barguna,2006-04-01,0.05102439179289632,2006,4,1,87.0,23.39073125327506,0.00800000037997961,90.099503,22.1407739,90.136123,22.1773939,90.099503,22.1773939,90.136123,22.1407739
Barguna,2006-05-01,0.500756108906211,2006,5,1,85.0,24.44902429348085,0.03565853806894,90.099503,22.1407739,90.136123,22.1773939,90.099503,22.1773939,90.136123,22.1407739
Barguna,2006-06-01,0.5154390654912809,2006,6,1,86.0,23.813170130659895,0.03700000047683716,90.099503,22.1407739,90.136123,22.1773939,90.099503,22.1773939,90.136123,22.1407739
Barguna,2006-07-01,0.6700000166893005,2006,7,1,85.0,28.52975622037562,0.04034146566579982,90.099503,22.1407739,90.136123,22.1773939,90.099503,22.1773939,90.136123,22.1407739
Barguna,2006-08-01,0.5103415090863298,2006,8,1,85.0,28.59634097029523,0.03365853774111446,90.099503,22.1407739,90.136123,22.1773939,90.099503,22.1773939,90.136123,22.1407739
Barguna,2006-09-01,0.8245122316406994,2006,9,1,86.0,26.16243832285811,0.04934146527836963,90.099503,22.1407739,90.136123,22.1773939,90.099503,22.1773939,90.136123,22.1407739
Barguna,2006-10-01,0.0566341481739428,2006,10,1,87.0,27.35829204466285,0.007658536909375249,90.099503,22.1407739,90.136123,22.1773939,90.099503,22.1773939,90.136123,22.1407739
Barguna,2006-11-01,0.014000000432133675,2006,11,1,88.0,14.830487414104184,0.005000000353902578,90.099503,22.1407739,90.136123,22.1773939,90.099503,22.1773939,90.136123,22.1407739
Barguna,2006-12-01,0.0,2006,12,1,91.0,21.946096978536467,0.0020000000949949026,90.099503,22.1407739,90.136123,22.1773939,90.099503,22.1773939,90.136123,22.1407739
Barguna,2007-01-01,0.004341463660594167,2007,1,1,91.0,30.533901912410087,0.002341463486096118,90.099503,22.1407739,90.136123,22.1773939,90.099503,22.1773939,90.136123,22.1407739
Barguna,2007-02-01,0.10665854411881145,2007,2,1,87.0,28.948048196187838,0.01100000087171793,90.099503,22.1407739,90.136123,22.1773939,90.099503,22.1773939,90.136123,22.1407739
Barguna,2007-03-01,0.011341464024309704,2007,3,1,90.0,38.96073262284442,0.003000000026077032,90.099503,22.1407739,90.136123,22.1773939,90.099503,22.1773939,90.136123,22.1407739
Barguna,2007-04-01,0.11368293115278572,2007,4,1,86.0,21.343170259057022,0.014000000432133675,90.099503,22.1407739,90.136123,22.1773939,90.099503,22.1773939,90.136123,22.1407739
Barguna,2007-05-01,0.2154390335809894,2007,5,1,86.0,23.990731402141297,0.020000001415610313,90.099503,22.1407739,90.136123,22.1773939,90.099503,22.1773939,90.136123,22.1407739
Barguna,2007-06-01,0.48714636956773155,2007,6,1,86.0,30.82439008573207,0.03134146482661004,90.099503,22.1407739,90.136123,22.1773939,90.099503,22.1773939,90.136123,22.1407739
Barguna,2007-07-01,0.9381707746808123,2007,7,1,85.0,29.677316107401037,0.050341464851687605,90.099503,22.1407739,90.136123,22.1773939,90.099503,22.1773939,90.136123,22.1407739
Barguna,2007-08-01,0.38807319213704367,2007,8,1,85.0,27.79390167608494,0.02800000086426735,90.099503,22.1407739,90.136123,22.1773939,90.099503,22.1773939,90.136123,22.1407739
Barguna,2007-09-01,0.6865366101264954,2007,9,1,86.0,25.628779248493476,0.043682928401522526,90.099503,22.1407739,90.136123,22.1773939,90.099503,22.1773939,90.136123,22.1407739
Barguna,2007-10-01,0.5471951525385788,2007,10,1,85.0,30.480486800030967,0.03434146468232317,90.099503,22.1407739,90.136123,22.1773939,90.099503,22.1773939,90.136123,22.1407739
Barguna,2007-11-01,0.1453414748354656,2007,11,1,86.0,25.699023967835963,0.015000000596046448,90.099503,22.1407739,90.136123,22.1773939,90.099503,22.1773939,90.136123,22.1407739
Barguna,2007-12-01,0.0,2007,12,1,92.0,24.345852689045234,0.0020000000949949026,90.099503,22.1407739,90.136123,22.1773939,90.099503,22.1773939,90.136123,22.1407739
Barguna,2008-01-01,0.06697561391970006,2008,1,1,87.0,29.870975029177785,0.008658537073288022,90.099503,22.1407739,90.136123,22.1773939,90.099503,22.1773939,90.136123,22.1407739
Barguna,2008-02-01,0.04365853938024219,2008,2,1,88.0,26.258780642253598,0.007000000216066837,90.099503,22.1407739,90.136123,22.1773939,90.099503,22.1773939,90.136123,22.1407739
Barguna,2008-03-01,0.018658537781093183,2008,3,1,89.0,35.39951119771818,0.004000000189989805,90.099503,22.1407739,90.136123,22.1773939,90.099503,22.1773939,90.136123,22.1407739
Barguna,2008-04-01,0.02834146433487171,2008,4,1,89.0,39.425851589295924,0.004341463660594167,90.099503,22.1407739,90.136123,22.1773939,90.099503,22.1773939,90.136123,22.1407739
Barguna,2008-05-01,0.1913414735619615,2008,5,1,86.0,27.791707108660447,0.017000000923871994,90.099503,22.1407739,90.136123,22.1773939,90.099503,22.1773939,90.136123,22.1407739
Barguna,2008-06-01,0.5238048914002209,2008,6,1,86.0,23.225365243306975,0.037341464583466696,90.099503,22.1407739,90.136123,22.1773939,90.099503,22.1773939,90.136123,22.1407739
Barguna,2008-07-01,0.9404146714908321,2008,7,1,85.0,25.40780472173924,0.05468292834191788,90.099503,22.1407739,90.136123,22.1773939,90.099503,22.1773939,90.136123,22.1407739
Barguna,2008-08-01,0.47780490721144325,2008,8,1,85.0,24.366828825415638,0.03434146468232317,90.099503,22.1407739,90.136123,22.1773939,90.099503,22.1773939,90.136123,22.1407739
Barguna,2008-09-01,0.5074146389961243,2008,9,1,86.0,25.790974779826843,0.03534146425564115,90.099503,22.1407739,90.136123,22.1773939,90.099503,22.1773939,90.136123,22.1407739
Barguna,2008-10-01,0.4498780609630958,2008,10,1,85.0,30.293170045061814,0.02968292796938885,90.099503,22.1407739,90.136123,22.1773939,90.099503,22.1773939,90.136123,22.1407739
Barguna,2008-11-01,0.0020000000949949026,2008,11,1,90.0,17.22219467163086,0.003000000026077032,90.099503,22.1407739,90.136123,22.1773939,90.099503,22.1773939,90.136123,22.1407739
Barguna,2008-12-01,0.0,2008,12,1,92.0,25.112682900777678,0.0020000000949949026,90.099503,22.1407739,90.136123,22.1773939,90.099503,22.1773939,90.136123,22.1407739
Barguna,2009-01-01,0.0,2009,1,1,77.0,9.349511937397283,0.003000000026077032,90.099503,22.1407739,90.136123,22.1773939,90.099503,22.1773939,90.136123,22.1407739
Barguna,2009-02-01,0.019341464722301905,2009,2,1,74.0,12.981219291687013,0.006000000052154064,90.099503,22.1407739,90.136123,22.1773939,90.099503,22.1773939,90.136123,22.1407739
Barguna,2009-03-01,0.06302439375984961,2009,3,1,68.0,13.715609550476076,0.012000000104308128,90.099503,22.1407739,90.136123,22.1773939,90.099503,22.1773939,90.136123,22.1407739
Barguna,2009-04-01,0.07239024650032928,2009,4,1,67.0,10.717804745929998,0.014341463902738038,90.099503,22.1407739,90.136123,22.1773939,90.099503,22.1773939,90.136123,22.1407739
Barguna,2009-05-01,0.2832195300881456,2009,5,1,65.0,11.795365891805512,0.03431707320780289,90.099503,22.1407739,90.136123,22.1773939,90.099503,22.1773939,90.136123,22.1407739
Barguna,2009-06-01,0.2809024613078048,2009,6,1,66.0,11.606340803751133,0.03436585370360352,90.099503,22.1407739,90.136123,22.1773939,90.099503,22.1773939,90.136123,22.1407739
Barguna,2009-07-01,0.9083902763157358,2009,7,1,64.0,11.122682571411135,0.08102439543822917,90.099503,22.1407739,90.136123,22.1773939,90.099503,22.1773939,90.136123,22.1407739
Barguna,2009-08-01,0.7517561200188428,2009,8,1,64.0,11.138292708048006,0.07036585960446334,90.099503,22.1407739,90.136123,22.1773939,90.099503,22.1773939,90.136123,22.1407739
Barguna,2009-09-01,0.3450243989141976,2009,9,1,66.0,11.240487656942229,0.04034146566579982,90.099503,22.1407739,90.136123,22.1773939,90.099503,22.1773939,90.136123,22.1407739
Barguna,2009-10-01,0.23843903548833806,2009,10,1,65.0,10.72292653525748,0.03234146435449763,90.099503,22.1407739,90.136123,22.1773939,90.099503,22.1773939,90.136123,22.1407739
Barguna,2009-11-01,0.03497561112773128,2009,11,1,70.0,12.504877974347371,0.008658537073288022,90.099503,22.1407739,90.136123,22.1773939,90.099503,22.1773939,90.136123,22.1407739
Barguna,2009-12-01,0.0,2009,12,1,77.0,9.086829022663396,0.003000000026077032,90.099503,22.1407739,90.136123,22.1773939,90.099503,22.1773939,90.136123,22.1407739
Barguna,2010-01-01,0.0,2010,1,1,77.0,8.875609793314121,0.003000000026077032,90.099503,22.1407739,90.136123,22.1773939,90.099503,22.1773939,90.136123,22.1407739
Barguna,2010-02-01,0.019341464722301905,2010,2,1,72.0,8.540243939655582,0.00800000037997961,90.099503,22.1407739,90.136123,22.1773939,90.099503,22.1773939,90.136123,22.1407739
Barguna,2010-03-01,0.006000000052154064,2010,3,1,75.0,12.0141460139577,0.004000000189989805,90.099503,22.1407739,90.136123,22.1773939,90.099503,22.1773939,90.136123,22.1407739
Barguna,2010-04-01,0.029341464498784484,2010,4,1,71.0,14.241950918988485,0.00800000037997961,90.099503,22.1407739,90.136123,22.1773939,90.099503,22.1773939,90.136123,22.1407739
Barguna,2010-05-01,0.3612195333329643,2010,5,1,65.0,11.004877881305974,0.04202439218032651,90.099503,22.1407739,90.136123,22.1773939,90.099503,22.1773939,90.136123,22.1407739
Barguna,2010-06-01,0.648682944658326,2010,6,1,65.0,10.95243891274057,0.06402439078906688,90.099503,22.1407739,90.136123,22.1773939,90.099503,22.1773939,90.136123,22.1407739
Barguna,2010-07-01,0.5845122264652718,2010,7,1,64.65853658536585,10.526828998472633,0.06070732079991481,90.099503,22.1407739,90.136123,22.1773939,90.099503,22.1773939,90.136123,22.1407739
Barguna,2010-08-01,0.38685366729410686,2010,8,1,65.0,10.885853604572576,0.04468293042808044,90.099503,22.1407739,90.136123,22.1773939,90.099503,22.1773939,90.136123,22.1407739
Barguna,2010-09-01,0.3780488015674964,2010,9,1,65.0,10.419024467468263,0.04434146632145091,90.099503,22.1407739,90.136123,22.1773939,90.099503,22.1773939,90.136123,22.1407739
Barguna,2010-10-01,0.392804898866793,2010,10,1,65.0,10.5302436409927,0.045682928729348066,90.099503,22.1407739,90.136123,22.1773939,90.099503,22.1773939,90.136123,22.1407739
Barguna,2010-11-01,0.06636585894881225,2010,11,1,68.0,13.623414597860199,0.012341463574912493,90.099503,22.1407739,90.136123,22.1773939,90.099503,22.1773939,90.136123,22.1407739
Barguna,2010-12-01,0.036341465010148725,2010,12,1,69.0,12.664877658937039,0.009000000543892384,90.099503,22.1407739,90.136123,22.1773939,90.099503,22.1773939,90.136123,22.1407739
Barguna,2011-01-01,0.0,2011,1,1,75.0,8.67658496484524,0.003000000026077032,90.099503,22.1407739,90.136123,22.1773939,90.099503,22.1773939,90.136123,22.1407739
Barguna,2011-02-01,0.004341463660594167,2011,2,1,77.65853658536585,11.232194737690252,0.004000000189989805,90.099503,22.1407739,90.136123,22.1773939,90.099503,22.1773939,90.136123,22.1407739
Barguna,2011-03-01,0.07497561523100225,2011,3,1,63.0,9.509024224630217,0.01600000075995922,90.099503,22.1407739,90.136123,22.1773939,90.099503,22.1773939,90.136123,22.1407739
Barguna,2011-04-01,0.0983414689942104,2011,4,1,67.0,13.286584854125978,0.01600000075995922,90.099503,22.1407739,90.136123,22.1773939,90.099503,22.1773939,90.136123,22.1407739
Barguna,2011-05-01,0.27390245766174504,2011,5,1,65.0,12.258536338806154,0.033317074906535266,90.099503,22.1407739,90.136123,22.1773939,90.099503,22.1773939,90.136123,22.1407739
Barguna,2011-06-01,0.720170779926021,2011,6,1,62.0,10.436341285705566,0.0706829285112823,90.099503,22.1407739,90.136123,22.1773939,90.099503,22.1773939,90.136123,22.1407739
Barguna,2011-07-01,0.6277317128530363,2011,7,1,64.65853658536585,10.670731149068693,0.06300000101327896,90.099503,22.1407739,90.136123,22.1773939,90.099503,22.1773939,90.136123,22.1407739
Barguna,2011-08-01,0.9307805459673812,2011,8,1,64.0,9.790243544229646,0.08734146905381505,90.099503,22.1407739,90.136123,22.1773939,90.099503,22.1773939,90.136123,22.1407739
Barguna,2011-09-01,0.57278050591306,2011,9,1,65.0,10.680487469929021,0.05934146691749736,90.099503,22.1407739,90.136123,22.1773939,90.099503,22.1773939,90.136123,22.1407739
Barguna,2011-10-01,0.07302439412692699,2011,10,1,63.65853658536585,10.669024467468262,0.015000000596046448,90.099503,22.1407739,90.136123,22.1773939,90.099503,22.1773939,90.136123,22.1407739
Barguna,2011-11-01,0.013000000268220901,2011,11,1,73.0,12.194633809531608,0.006000000052154064,90.099503,22.1407739,90.136123,22.1773939,90.099503,22.1773939,90.136123,22.1407739
Barguna,2011-12-01,0.0010000000474974513,2011,12,1,77.0,8.80609758888803,0.004000000189989805,90.099503,22.1407739,90.136123,22.1773939,90.099503,22.1773939,90.136123,22.1407739
Barguna,2012-01-01,0.0379756110288748,2012,1,1,69.34146341463415,13.721219458231111,0.009000000543892384,90.099503,22.1407739,90.136123,22.1773939,90.099503,22.1773939,90.136123,22.1407739
Barguna,2012-02-01,0.00800000037997961,2012,2,1,76.0,12.75317017625018,0.005000000353902578,90.099503,22.1407739,90.136123,22.1773939,90.099503,22.1773939,90.136123,22.1407739
Barguna,2012-03-01,0.017341464394476355,2012,3,1,70.0,8.710975646972656,0.00800000037997961,90.099503,22.1407739,90.136123,22.1773939,90.099503,22.1773939,90.136123,22.1407739
Barguna,2012-04-01,0.25534147860073464,2012,4,1,66.0,12.388292545225562,0.03136585507451035,90.099503,22.1407739,90.136123,22.1773939,90.099503,22.1773939,90.136123,22.1407739
Barguna,2012-05-01,0.14541464062725626,2012,5,1,66.0,12.744145951619963,0.02134146505012745,90.099503,22.1407739,90.136123,22.1773939,90.099503,22.1773939,90.136123,22.1407739
Barguna,2012-06-01,0.4908536796162769,2012,6,1,65.0,10.34024373496451,0.05368293004065025,90.099503,22.1407739,90.136123,22.1773939,90.099503,22.1773939,90.136123,22.1407739
Barguna,2012-07-01,0.5794390556288929,2012,7,1,65.0,11.246585287698887,0.05834146616298978,90.099503,22.1407739,90.136123,22.1773939,90.099503,22.1773939,90.136123,22.1407739
Barguna,2012-08-01,0.4969268521157707,2012,8,1,65.0,10.525609411844393,0.05402439287522944,90.099503,22.1407739,90.136123,22.1773939,90.099503,22.1773939,90.136123,22.1407739
Barguna,2012-09-01,0.6194146871566772,2012,9,1,65.0,10.47024384940543,0.0633414651199085,90.099503,22.1407739,90.136123,22.1773939,90.099503,22.1773939,90.136123,22.1407739
